DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_name,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
N,16ONT307,SM10200H,9/12/2016 13:45,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1609343-003,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,59.6,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1.6,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT307,WA,N,Field,,R1609343,9/6/2016 14:10,16ONT307,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT307,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-003,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,28,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT307,WA,N,Field,,R1609343,9/6/2016 14:10,16ONT307,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT307,E353.2,9/15/2016 17:41,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-003,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0076,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT307,WA,N,Field,,R1609343,9/6/2016 14:10,16ONT307,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT307,E351.2,9/14/2016 15:09,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/13/2016 14:20,NA,NA,ALSRNY,quant,R1609343-003,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.85,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT307,WA,N,Field,,R1609343,9/6/2016 14:10,16ONT307,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT307,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-003,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,8.213,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT307,WA,N,Field,,R1609343,9/6/2016 14:10,16ONT307,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT307,E365.1,9/16/2016 12:52,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/12/2016 15:34,NA,NA,ALSRNY,quant,R1609343-003,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0416,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT307,WA,N,Field,,R1609343,9/6/2016 14:10,16ONT307,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,E365.1,9/16/2016 12:34,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/12/2016 15:34,NA,NA,ALSRNY,quant,R1609343-001,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0093,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,SM 2320 B,9/9/2016 17:34,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",64.8,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,D6919-09,9/17/2016 4:52,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",NA,NA,TRG,Yes,N,U,NA,U,NA,6.00E-04,6.00E-04,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,SM5310B,9/15/2016 21:47,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,6.3,NA,TRG,Yes,Y,,NA,,NA,0.2,NA,1,mg/l,mg/l,NA,0.2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,SM10200H,9/12/2016 13:45,T,NA,initial,WA,LB,NA,NA,20,,,NA,NA,ALSRNY,quant,R1609343-001,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,79.9,NA,TRG,Yes,Y,,NA,,NA,NA,NA,3.2,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,25,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,E353.2,9/15/2016 17:34,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0194,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,E351.2,9/14/2016 15:08,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/13/2016 14:20,NA,NA,ALSRNY,quant,R1609343-001,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.7,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,8.356,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325,E365.1,9/16/2016 12:50,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/12/2016 15:34,NA,NA,ALSRNY,quant,R1609343-001,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0564,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,N,Field,,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325DUP,SM 2320 B,9/9/2016 17:34,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001DUP,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",64.4,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,64.8,NA,NA,NA,64.8,NA,NA,NA,<1,NA,NA,20,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,LR,Lab,16ONT325,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT325MS,SM 2320 B,9/9/2016 17:34,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-001MS,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",524,NA,SC,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,64.8,500,524,92,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1609343,ALSRNY,16ONT325,WA,MS,Lab,16ONT325,R1609343,9/6/2016 11:30,16ONT325,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,E365.1,9/16/2016 12:35,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/12/2016 15:34,NA,NA,ALSRNY,quant,R1609343-002,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.006,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,SM 2320 B,9/9/2016 17:34,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",58.4,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,D6919-09,9/17/2016 5:11,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0051,NA,TRG,Yes,Y,,NA,,NA,6.00E-04,NA,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,SM5310B,9/15/2016 22:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,6.2,NA,TRG,Yes,Y,,NA,,NA,0.2,NA,1,mg/l,mg/l,NA,0.2,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,SM10200H,9/12/2016 13:45,T,NA,initial,WA,LB,NA,NA,5,,,NA,NA,ALSRNY,quant,R1609343-002,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,22.5,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.8,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,18,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,E353.2,9/15/2016 17:39,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0026,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,E351.2,9/14/2016 15:09,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/13/2016 14:20,NA,NA,ALSRNY,quant,R1609343-002,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.5,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,8.031,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329,E365.1,9/16/2016 12:51,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/12/2016 15:34,NA,NA,ALSRNY,quant,R1609343-002,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0214,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,N,Field,,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329DUP,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002DUP,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,18,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,18,NA,NA,NA,18,NA,NA,NA,<1,NA,NA,5,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,LR,Lab,16ONT329,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT329DUP,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-002DUP,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,8,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,8.031,NA,NA,NA,8.031,NA,NA,NA,<1,NA,NA,20,NA,NA,NA,R1609343,ALSRNY,16ONT329,WA,LR,Lab,16ONT329,R1609343,9/6/2016 12:00,16ONT329,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,E365.1,9/16/2016 12:36,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/12/2016 15:34,NA,NA,ALSRNY,quant,R1609343-004,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0052,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,SM 2320 B,9/9/2016 17:34,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-004,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",NA,NA,TRG,Yes,N,U,NA,U,NA,1,1,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,D6919-09,9/17/2016 5:49,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-004,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0128,NA,TRG,Yes,Y,,NA,,NA,6.00E-04,NA,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,SM5310B,9/15/2016 22:47,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-004,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,NA,NA,TRG,Yes,N,U,NA,U,NA,0.2,0.2,1,mg/l,mg/l,NA,0.2,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,SM10200H,9/12/2016 13:45,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-004,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,NA,NA,TRG,Yes,N,U,NA,U,NA,NA,0.16,0.16,ug/l,ug/l,NA,NA,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,SM2120B,9/7/2016 8:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-004,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,1,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,E353.2,9/15/2016 17:42,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1609343-004,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0069,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,16ONT399,E351.2,9/14/2016 15:10,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/13/2016 14:20,NA,NA,ALSRNY,quant,R1609343-004,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",NA,NA,TRG,Yes,N,U,NA,U,NA,0.08,0.08,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1609343,ALSRNY,16ONT399,WA,N,Field,,R1609343,9/7/2016 7:30,16ONT399,NA,NA,NA,NA,NA,9/7/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
