DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_name,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
N,17ALG307,E351.2,9/21/2017 14:01,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/20/2017 18:05,NA,NA,ALSRNY,quant,R1708701-011,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.42,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG307,WA,N,Field,,R1708701,9/12/2017 11:40,17ALG307,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG307,SM2120B,9/19/2017 13:50,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-011,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.7,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG307,WA,N,Field,,R1708701,9/12/2017 11:40,17ALG307,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG307,E365.1,9/26/2017 12:47,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-011,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0315,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG307,WA,N,Field,,R1708701,9/12/2017 11:40,17ALG307,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG307 Diss,E365.1,9/26/2017 11:53,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-012,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0155,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG307 Diss,WA,N,Field,,R1708701,9/12/2017 11:40,17ALG307 Diss,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308,D6919-09,9/21/2017 10:09,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-013,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0243,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308,SM5310C,9/27/2017 20:38,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-013,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,2.3,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308,SM2120B,9/15/2017 13:10,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-013,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",24,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308,E353.2,9/22/2017 11:51,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-013,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.364,NA,TRG,Yes,Y,,NA,,NA,7.00E-04,NA,0.002,mg/l,mg/l,NA,7.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308,E351.2,9/26/2017 11:57,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/25/2017 12:00,NA,NA,ALSRNY,quant,R1708701-013,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.13,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308,SM2120B,9/19/2017 13:50,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-013,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.55,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308,E365.1,9/26/2017 12:48,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-013,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0265,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG308 Diss,E365.1,9/26/2017 11:54,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-014,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0204,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG308 Diss,WA,N,Field,,R1708701,9/12/2017 11:45,17ALG308 Diss,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,SM 2320 B,9/23/2017 22:31,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",57.6,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,D6919-09,9/21/2017 3:03,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0056,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,SM5310C,9/27/2017 5:38,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,3.9,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,SM10200H,9/22/2017 10:00,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1708701-001,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,45.2,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1.6,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,SM2120B,9/15/2017 13:10,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",18,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,E353.2,9/22/2017 11:36,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0345,NA,TRG,Yes,Y,,NA,,NA,7.00E-04,NA,0.002,mg/l,mg/l,NA,7.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,E351.2,9/21/2017 13:56,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/20/2017 18:05,NA,NA,ALSRNY,quant,R1708701-001,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.7,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,SM2120B,9/19/2017 13:50,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.52,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305,E365.1,9/26/2017 12:39,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-001,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0313,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG305 Diss,E365.1,9/26/2017 11:43,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-002,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0103,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG305 Diss,WA,N,Field,,R1708701,9/12/2017 12:10,17ALG305 Diss,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG305 DissMS,E365.1,9/26/2017 11:44,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-002MS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0313,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,0.0103,0.025,0.0313,84,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1708701,ALSRNY,17ALG305 Diss,WA,MS,Lab,17ALG305 Diss,R1708701,9/12/2017 12:10,17ALG305 Diss,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG305 DissMSD,E365.1,9/26/2017 11:45,D,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-002DMS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0332,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,0.0103,0.025,0.0332,92,6,75,125,20,NA,NA,NA,R1708701,ALSRNY,17ALG305 Diss,WA,SD,Lab,17ALG305 Diss,R1708701,9/12/2017 12:10,17ALG305 Diss,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG305MS,SM5310C,9/27/2017 5:59,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001MS,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,13.5,NA,SC,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,3.9,10,13.5,96,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,MS,Lab,17ALG305,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG305MS,D6919-09,9/21/2017 3:28,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001MS,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.481,NA,SC,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,0.0056,0.5,0.481,95,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,MS,Lab,17ALG305,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG305MSD,SM5310C,9/27/2017 6:20,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001DMS,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,14.3,NA,SC,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,3.9,10,14.3,104,6,75,125,20,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,SD,Lab,17ALG305,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG305MSD,D6919-09,9/21/2017 3:53,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-001DMS,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.478,NA,SC,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,0.0056,0.5,0.478,94,<1,75,125,20,NA,NA,NA,R1708701,ALSRNY,17ALG305,WA,SD,Lab,17ALG305,R1708701,9/12/2017 12:10,17ALG305,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,SM 2320 B,9/23/2017 23:22,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-029,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",95.2,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,D6919-09,9/21/2017 21:50,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-029,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",NA,NA,TRG,Yes,N,U,NA,U,NA,8.00E-04,8.00E-04,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,SM5310C,9/28/2017 1:10,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-029,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,4.7,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,SM10200H,9/22/2017 10:00,T,NA,initial,WA,LB,NA,NA,40,,,NA,NA,ALSRNY,quant,R1708701-029,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,145,NA,TRG,Yes,Y,,NA,,NA,NA,NA,6.4,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,SM2120B,9/15/2017 13:10,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-029,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",17,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,E353.2,9/22/2017 12:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-029,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,NA,NA,TRG,Yes,N,U,NA,U,NA,7.00E-04,7.00E-04,0.002,mg/l,mg/l,NA,7.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,E351.2,9/26/2017 12:05,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/25/2017 12:00,NA,NA,ALSRNY,quant,R1708701-029,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",1.04,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,SM2120B,9/19/2017 13:50,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1708701-029,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.93,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG313,E365.1,9/26/2017 13:04,T,NA,initial,WA,LB,NA,NA,1,METHOD,9/21/2017 16:50,NA,NA,ALSRNY,quant,R1708701-029,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0754,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1708701,ALSRNY,17ALG313,WA,N,Field,,R1708701,9/12/2017 15:25,17ALG313,NA,NA,NA,NA,NA,9/15/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
