sys_sample_code,chemical_name,cas_rn,fraction,lab_qualifiers,lab_sdg,sample_date,result_value,result_unit,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_status,method_detection_limit,detection_limit_unit,quantitation_limit,sample_type_code,DEC_sample_type,analysis_date
600419-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806960,7/28/2018 4:30,0.489,mg/l,NA,0.5,0.489,,8.00E-04,mg/l,0.005,BS,,7/28/2018 4:30
600730-LCS2,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806960,7/31/2018 14:35,910,mg/l,NA,914,910,,7,mg/l,20,BS,,7/31/2018 14:35
601356-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806960,8/6/2018 14:11,18,mg/l,NA,20,18,,1,mg/l,2,BS,,8/6/2018 14:11
601614-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806960,8/8/2018 2:30,2.05,mg/l,NA,2,2.05,,0.02,mg/l,0.2,BS,,8/8/2018 2:30
601615-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806960,8/8/2018 4:51,2.05,mg/l,NA,2,2.05,,0.02,mg/l,0.2,BS,,8/8/2018 4:51
601679-LCS3,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806960,8/2/2018 17:52,0.499,mg/l,NA,0.5,0.499,,8.00E-04,mg/l,0.005,BS,,8/2/2018 17:52
603034-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,8/17/2018 14:05,0.505,mg/l,NA,0.5,0.505,,7.00E-04,mg/l,0.002,BS,,8/17/2018 14:05
603036-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,8/17/2018 14:48,0.511,mg/l,NA,0.5,0.511,,7.00E-04,mg/l,0.002,BS,,8/17/2018 14:48
603954-LCS3,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,8/23/2018 16:22,0.507,mg/l,NA,0.5,0.507,,7.00E-04,mg/l,0.002,BS,,8/23/2018 16:22
318877-LCS1,Magnesium,7439-95-4,TRUE,,R1806961,8/1/2018 0:00,1920,ug/l,NA,2000,1920,,29,ug/l,1000,BS,,8/8/2018 0:29
318877-LCS1,Calcium,7440-70-2,TRUE,,R1806961,8/1/2018 0:00,1840,ug/l,NA,2000,1840,,110,ug/l,1000,BS,,8/8/2018 0:29
318877-LCS1,Iron,7439-89-6,TRUE,,R1806961,8/1/2018 0:00,967,ug/l,NA,1000,967,,13,ug/l,100,BS,,8/8/2018 0:29
318879-LCS1,Arsenic,7440-38-2,TRUE,,R1806961,8/1/2018 0:00,20.6,ug/l,NA,20,20.6,,0.39,ug/l,1,BS,,8/6/2018 18:51
318879-LCS1,Cadmium,7440-43-9,TRUE,,R1806961,8/1/2018 0:00,20.6,ug/l,NA,20,20.6,,0.06,ug/l,1,BS,,8/6/2018 18:51
318879-LCS1,Copper,7440-50-8,TRUE,,R1806961,8/1/2018 0:00,20.7,ug/l,NA,20,20.7,,0.66,ug/l,1,BS,,8/6/2018 18:51
318879-LCS1,Lead,7439-92-1,TRUE,,R1806961,8/1/2018 0:00,20.5,ug/l,NA,20,20.5,,0.07,ug/l,1,BS,,8/6/2018 18:51
318879-LCS1,Nickel,7440-02-0,TRUE,,R1806961,8/1/2018 0:00,20.5,ug/l,NA,20,20.5,,0.26,ug/l,1,BS,,8/6/2018 18:51
318879-LCS1,Silver,7440-22-4,TRUE,,R1806961,8/1/2018 0:00,19.5,ug/l,NA,20,19.5,,0.04,ug/l,1,BS,,8/6/2018 18:51
319157-LCS1,Aluminum,7429-90-5,TRUE,,R1806961,8/6/2018 0:00,23,ug/l,NA,20,23,*,2.3,ug/l,10,BS,,8/7/2018 14:18
319157-LCS1,Zinc,7440-66-6,TRUE,,R1806961,8/6/2018 0:00,21.9,ug/l,NA,20,21.9,,2.5,ug/l,5,BS,,8/8/2018 12:41
319599-LCS1,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806961,8/10/2018 18:24,0.0232,mg/l,NA,0.025,0.0232,,0.002,mg/l,0.005,BS,,8/15/2018 18:07
319600-LCS2,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806961,8/10/2018 18:24,0.0233,mg/l,NA,0.025,0.0233,,0.002,mg/l,0.005,BS,,8/15/2018 18:44
319664-LCS1,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806961,8/13/2018 16:47,2.33,mg/l,NA,2.5,2.33,,0.08,mg/l,0.2,BS,,8/14/2018 15:20
319676-LCS2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806961,8/13/2018 18:36,2.28,mg/l,NA,2.5,2.28,,0.08,mg/l,0.2,BS,,8/14/2018 15:40
600078-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806961,7/26/2018 16:25,900,mg/l,NA,914,900,,8,mg/l,20,BS,,7/26/2018 16:25
600194-LCS3,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806961,7/26/2018 21:58,0.26,mg/l,NA,0.25,0.26,,0.007,mg/l,0.01,BS,,7/26/2018 21:58
600197-LCS1,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806961,7/25/2018 12:21,0.25,mg/l,NA,0.25,0.25,,0.007,mg/l,0.01,BS,,7/25/2018 12:21
600200-LCS2,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1806961,7/25/2018 14:30,0.25,mg/l,NA,0.25,0.25,,0.007,mg/l,0.01,BS,,7/25/2018 14:30
600376-LCS1,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806961,7/28/2018 1:33,19.6,mg/l,NA,20,19.6,,1,mg/l,2,BS,,7/28/2018 1:33
600377-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806961,7/28/2018 3:48,18.4,mg/l,NA,20,18.4,,1,mg/l,2,BS,,7/28/2018 3:48
600414-LCS1,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806961,7/27/2018 15:39,0.51,mg/l,NA,0.5,0.51,,8.00E-04,mg/l,0.005,BS,,7/27/2018 15:39
600418-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806961,7/27/2018 22:05,0.499,mg/l,NA,0.5,0.499,,8.00E-04,mg/l,0.005,BS,,7/27/2018 22:05
600421-LCS3,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806961,7/28/2018 14:16,0.505,mg/l,NA,0.5,0.505,,8.00E-04,mg/l,0.005,BS,,7/28/2018 14:16
600730-LCS2,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806961,7/31/2018 14:35,910,mg/l,NA,914,910,,7,mg/l,20,BS,,7/31/2018 14:35
601358-LCS3,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806961,8/6/2018 16:37,17.6,mg/l,NA,20,17.6,,1,mg/l,2,BS,,8/6/2018 16:37
601615-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806961,8/8/2018 4:51,2.05,mg/l,NA,2,2.05,,0.02,mg/l,0.2,BS,,8/8/2018 4:51
601679-LCS4,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806961,8/2/2018 17:52,0.499,mg/l,NA,0.5,0.499,,8.00E-04,mg/l,0.005,BS,,8/2/2018 17:52
603036-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806961,8/17/2018 14:48,0.511,mg/l,NA,0.5,0.511,,7.00E-04,mg/l,0.002,BS,,8/17/2018 14:48
603037-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806961,8/17/2018 15:27,0.512,mg/l,NA,0.5,0.512,,7.00E-04,mg/l,0.002,BS,,8/17/2018 15:27
603038-LCS3,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806961,8/17/2018 16:10,0.515,mg/l,NA,0.5,0.515,,7.00E-04,mg/l,0.002,BS,,8/17/2018 16:10
603976-LCS4,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806961,8/23/2018 17:44,0.514,mg/l,NA,0.5,0.514,,7.00E-04,mg/l,0.002,BS,,8/23/2018 17:44
320211-LCS1,Calcium,7440-70-2,TRUE,,R1807763,8/20/2018 0:00,1830,ug/l,NA,2000,1830,,110,ug/l,1000,BS,,8/21/2018 14:11
320211-LCS1,Iron,7439-89-6,TRUE,,R1807763,8/20/2018 0:00,997,ug/l,NA,1000,997,,13,ug/l,100,BS,,8/21/2018 14:11
320211-LCS1,Magnesium,7439-95-4,TRUE,,R1807763,8/20/2018 0:00,2050,ug/l,NA,2000,2050,,29,ug/l,1000,BS,,8/21/2018 14:11
320215-LCS1,Aluminum,7429-90-5,TRUE,,R1807763,8/20/2018 0:00,22,ug/l,NA,20,22,,2.3,ug/l,10,BS,,8/22/2018 19:45
320215-LCS1,Arsenic,7440-38-2,TRUE,,R1807763,8/20/2018 0:00,21,ug/l,NA,20,21,,0.39,ug/l,1,BS,,8/22/2018 19:45
320215-LCS1,Cadmium,7440-43-9,TRUE,,R1807763,8/20/2018 0:00,20.9,ug/l,NA,20,20.9,,0.06,ug/l,1,BS,,8/22/2018 19:45
320215-LCS1,Copper,7440-50-8,TRUE,,R1807763,8/20/2018 0:00,21.4,ug/l,NA,20,21.4,,0.66,ug/l,1,BS,,8/22/2018 19:45
320215-LCS1,Lead,7439-92-1,TRUE,,R1807763,8/20/2018 0:00,20.8,ug/l,NA,20,20.8,,0.07,ug/l,1,BS,,8/22/2018 19:45
320215-LCS1,Nickel,7440-02-0,TRUE,,R1807763,8/20/2018 0:00,21.2,ug/l,NA,20,21.2,,0.26,ug/l,1,BS,,8/22/2018 19:45
320215-LCS1,Silver,7440-22-4,TRUE,,R1807763,8/20/2018 0:00,21,ug/l,NA,20,21,,0.04,ug/l,1,BS,,8/22/2018 19:45
320215-LCS1,Zinc,7440-66-6,TRUE,,R1807763,8/20/2018 0:00,21.3,ug/l,NA,20,21.3,,2.5,ug/l,5,BS,,8/22/2018 19:45
320860-LCS1,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807763,8/28/2018 12:50,0.0224,mg/l,NA,0.025,0.0224,,0.002,mg/l,0.005,BS,,8/29/2018 12:02
320945-LCS1,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807763,8/29/2018 17:46,2.41,mg/l,NA,2.5,2.41,,0.08,mg/l,0.2,BS,,8/30/2018 15:15
320946-LCS2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807763,8/29/2018 17:57,2.42,mg/l,NA,2.5,2.42,,0.08,mg/l,0.2,BS,,8/30/2018 15:37
602850-LCS1,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807763,8/15/2018 21:03,0.252,mg/l,NA,0.25,0.252,,0.007,mg/l,0.01,BS,,8/15/2018 21:03
603439-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807763,8/21/2018 13:15,896,mg/l,NA,914,896,,8,mg/l,20,BS,,8/21/2018 13:15
603892-LCS1,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807763,8/22/2018 23:59,19.2,mg/l,NA,20,19.2,,1,mg/l,2,BS,,8/22/2018 23:59
603893-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807763,8/23/2018 2:58,18.8,mg/l,NA,20,18.8,,1,mg/l,2,BS,,8/23/2018 2:58
604684-LCS1,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807763,8/29/2018 12:27,0.494,mg/l,NA,0.5,0.494,,8.00E-04,mg/l,0.005,BS,,8/29/2018 12:27
604694-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807763,8/29/2018 18:54,0.516,mg/l,NA,0.5,0.516,,8.00E-04,mg/l,0.005,BS,,8/29/2018 18:54
604717-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807763,8/29/2018 18:41,1.96,mg/l,NA,2,1.96,,0.02,mg/l,0.2,BS,,8/29/2018 18:41
604723-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807763,8/29/2018 20:46,1.95,mg/l,NA,2,1.95,,0.02,mg/l,0.2,BS,,8/29/2018 20:46
604899-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807763,8/30/2018 14:56,0.519,mg/l,NA,0.5,0.519,,7.00E-04,mg/l,0.002,BS,,8/30/2018 14:56
604900-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807763,8/30/2018 15:36,0.52,mg/l,NA,0.5,0.52,,7.00E-04,mg/l,0.002,BS,,8/30/2018 15:36
604944-LCS3,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807763,8/30/2018 18:57,1.98,mg/l,NA,2,1.98,,0.02,mg/l,0.2,BS,,8/30/2018 18:57
320621-LCS1,Calcium,7440-70-2,TRUE,,R1807868,8/24/2018 0:00,1910,ug/l,NA,2000,1910,,110,ug/l,1000,BS,,8/25/2018 19:18
320621-LCS1,Iron,7439-89-6,TRUE,,R1807868,8/24/2018 0:00,954,ug/l,NA,1000,954,,13,ug/l,100,BS,,8/25/2018 19:18
320621-LCS1,Magnesium,7439-95-4,TRUE,,R1807868,8/24/2018 0:00,1910,ug/l,NA,2000,1910,,29,ug/l,1000,BS,,8/25/2018 19:18
320623-LCS1,Aluminum,7429-90-5,TRUE,,R1807868,8/24/2018 0:00,21.2,ug/l,NA,20,21.2,,2.3,ug/l,10,BS,,8/29/2018 14:09
320623-LCS1,Arsenic,7440-38-2,TRUE,,R1807868,8/24/2018 0:00,21.4,ug/l,NA,20,21.4,,0.39,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Cadmium,7440-43-9,TRUE,,R1807868,8/24/2018 0:00,21.1,ug/l,NA,20,21.1,,0.06,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Copper,7440-50-8,TRUE,,R1807868,8/24/2018 0:00,21.7,ug/l,NA,20,21.7,,0.66,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Lead,7439-92-1,TRUE,,R1807868,8/24/2018 0:00,21.7,ug/l,NA,20,21.7,,0.07,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Nickel,7440-02-0,TRUE,,R1807868,8/24/2018 0:00,21,ug/l,NA,20,21,,0.26,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Silver,7440-22-4,TRUE,,R1807868,8/24/2018 0:00,21.3,ug/l,NA,20,21.3,,0.04,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Zinc,7440-66-6,TRUE,,R1807868,8/24/2018 0:00,21.4,ug/l,NA,20,21.4,,2.5,ug/l,5,BS,,8/29/2018 14:09
320865-LCS2,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807868,8/28/2018 12:50,0.0238,mg/l,NA,0.025,0.0238,,0.002,mg/l,0.005,BS,,9/4/2018 14:59
321197-LCS2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807868,9/4/2018 16:49,2.39,mg/l,NA,2.5,2.39,,0.08,mg/l,0.1,BS,,9/5/2018 12:21
321198-LCS3,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807868,9/4/2018 16:51,2.55,mg/l,NA,2.5,2.55,,0.08,mg/l,0.1,BS,,9/5/2018 12:43
603470-LCS2,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807868,8/16/2018 16:59,0.245,mg/l,NA,0.25,0.245,,0.007,mg/l,0.01,BS,,8/16/2018 16:59
603600-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807868,8/22/2018 15:10,898,mg/l,NA,914,898,,8,mg/l,20,BS,,8/22/2018 15:10
604351-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807868,8/27/2018 20:41,20.8,mg/l,NA,20,20.8,,1,mg/l,2,BS,,8/27/2018 20:41
604727-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807868,8/29/2018 22:51,1.94,mg/l,NA,2,1.94,,0.02,mg/l,0.2,BS,,8/29/2018 22:51
604921-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807868,8/30/2018 14:26,0.517,mg/l,NA,0.5,0.517,,8.00E-04,mg/l,0.005,BS,,8/30/2018 14:26
605810-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807868,9/6/2018 16:31,0.525,mg/l,NA,0.5,0.525,,7.00E-04,mg/l,0.002,BS,,9/6/2018 16:31
320681-LCS1,Magnesium,7439-95-4,TRUE,,R1807869,8/27/2018 0:00,1990,ug/l,NA,2000,1990,NA,29,ug/l,1000,BS,,8/29/2018 20:39
320681-LCS1,Iron,7439-89-6,TRUE,,R1807869,8/27/2018 0:00,967,ug/l,NA,1000,967,NA,13,ug/l,100,BS,,8/29/2018 20:39
320681-LCS1,Calcium,7440-70-2,TRUE,,R1807869,8/27/2018 0:00,1920,ug/l,NA,2000,1920,NA,110,ug/l,1000,BS,,8/29/2018 20:39
320683-LCS1,Aluminum,7429-90-5,TRUE,,R1807869,8/27/2018 0:00,22.2,ug/l,NA,20,22.2,NA,2.3,ug/l,10,BS,,9/5/2018 15:11
320683-LCS1,Arsenic,7440-38-2,TRUE,,R1807869,8/27/2018 0:00,21.9,ug/l,NA,20,21.9,NA,0.39,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Lead,7439-92-1,TRUE,,R1807869,8/27/2018 0:00,22,ug/l,NA,20,22,NA,0.07,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Nickel,7440-02-0,TRUE,,R1807869,8/27/2018 0:00,21.7,ug/l,NA,20,21.7,NA,0.26,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Cadmium,7440-43-9,TRUE,,R1807869,8/27/2018 0:00,22.4,ug/l,NA,20,22.4,NA,0.06,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Copper,7440-50-8,TRUE,,R1807869,8/27/2018 0:00,21.8,ug/l,NA,20,21.8,NA,0.66,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Zinc,7440-66-6,TRUE,,R1807869,8/27/2018 0:00,21.8,ug/l,NA,20,21.8,NA,2.5,ug/l,5,BS,,9/5/2018 15:11
320683-LCS1,Silver,7440-22-4,TRUE,,R1807869,8/27/2018 0:00,22.3,ug/l,NA,20,22.3,NA,0.04,ug/l,1,BS,,9/5/2018 15:11
320865-LCS2,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807869,8/28/2018 12:50,0.0238,mg/l,NA,0.025,0.0238,NA,0.002,mg/l,0.005,BS,,9/4/2018 14:59
321198-LCS2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807869,9/4/2018 16:51,2.55,mg/l,NA,2.5,2.55,NA,0.08,mg/l,0.1,BS,,9/5/2018 12:43
603473-LCS2,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807869,8/16/2018 17:12,0.239,mg/l,NA,0.25,0.239,NA,0.007,mg/l,0.01,BS,,8/16/2018 17:12
603474-LCS3,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807869,8/16/2018 18:04,0.233,mg/l,NA,0.25,0.233,NA,0.007,mg/l,0.01,BS,,8/16/2018 18:04
603600-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807869,8/22/2018 15:10,898,mg/l,NA,914,898,NA,8,mg/l,20,BS,,8/22/2018 15:10
604351-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807869,8/27/2018 20:41,20.8,mg/l,NA,20,20.8,NA,1,mg/l,2,BS,,8/27/2018 20:41
604727-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807869,8/29/2018 22:51,1.94,mg/l,NA,2,1.94,NA,0.02,mg/l,0.2,BS,,8/29/2018 22:51
604728-LCS3,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807869,8/30/2018 0:55,1.93,mg/l,NA,2,1.93,NA,0.02,mg/l,0.2,BS,,8/30/2018 0:55
604921-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807869,8/30/2018 14:26,0.517,mg/l,NA,0.5,0.517,NA,8.00E-04,mg/l,0.005,BS,,8/30/2018 14:26
604925-LCS3,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807869,8/30/2018 20:51,0.52,mg/l,NA,0.5,0.52,NA,8.00E-04,mg/l,0.005,BS,,8/30/2018 20:51
605810-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807869,9/6/2018 16:31,0.525,mg/l,NA,0.5,0.525,NA,7.00E-04,mg/l,0.002,BS,,9/6/2018 16:31
605811-LCS3,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807869,9/6/2018 17:10,0.518,mg/l,NA,0.5,0.518,NA,7.00E-04,mg/l,0.002,BS,,9/6/2018 17:10
605812-LCS4,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807869,9/6/2018 17:53,0.519,mg/l,NA,0.5,0.519,NA,7.00E-04,mg/l,0.002,BS,,9/6/2018 17:53
320681-LCS1,Calcium,7440-70-2,TRUE,,R1807890,8/27/2018 0:00,1920,ug/l,NA,2000,1920,NA,110,ug/l,1000,BS,,8/29/2018 20:39
320681-LCS1,Iron,7439-89-6,TRUE,,R1807890,8/27/2018 0:00,967,ug/l,NA,1000,967,NA,13,ug/l,100,BS,,8/29/2018 20:39
320681-LCS1,Magnesium,7439-95-4,TRUE,,R1807890,8/27/2018 0:00,1990,ug/l,NA,2000,1990,NA,29,ug/l,1000,BS,,8/29/2018 20:39
320683-LCS1,Lead,7439-92-1,TRUE,,R1807890,8/27/2018 0:00,22,ug/l,NA,20,22,NA,0.07,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Copper,7440-50-8,TRUE,,R1807890,8/27/2018 0:00,21.8,ug/l,NA,20,21.8,NA,0.66,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Cadmium,7440-43-9,TRUE,,R1807890,8/27/2018 0:00,22.4,ug/l,NA,20,22.4,NA,0.06,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Arsenic,7440-38-2,TRUE,,R1807890,8/27/2018 0:00,21.9,ug/l,NA,20,21.9,NA,0.39,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Nickel,7440-02-0,TRUE,,R1807890,8/27/2018 0:00,21.7,ug/l,NA,20,21.7,NA,0.26,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Silver,7440-22-4,TRUE,,R1807890,8/27/2018 0:00,22.3,ug/l,NA,20,22.3,NA,0.04,ug/l,1,BS,,9/5/2018 15:11
320683-LCS1,Zinc,7440-66-6,TRUE,,R1807890,8/27/2018 0:00,21.8,ug/l,NA,20,21.8,NA,2.5,ug/l,5,BS,,9/5/2018 15:11
320683-LCS1,Aluminum,7429-90-5,TRUE,,R1807890,8/27/2018 0:00,22.2,ug/l,NA,20,22.2,NA,2.3,ug/l,10,BS,,9/5/2018 15:11
320868-LCS1,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807890,8/28/2018 12:50,0.0251,mg/l,NA,0.025,0.0251,NA,0.002,mg/l,0.005,BS,,9/4/2018 17:08
321332-LCS1,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807890,9/6/2018 14:14,2.4,mg/l,NA,2.5,2.4,NA,0.08,mg/l,0.2,BS,,9/7/2018 13:49
321357-LCS2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807890,9/6/2018 17:04,2.54,mg/l,NA,2.5,2.54,NA,0.08,mg/l,0.2,BS,,9/7/2018 15:22
603477-LCS1,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807890,8/17/2018 20:05,0.252,mg/l,NA,0.25,0.252,NA,0.007,mg/l,0.01,BS,,8/17/2018 20:05
603797-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807890,8/23/2018 11:10,890,mg/l,NA,914,890,NA,8,mg/l,20,BS,,8/23/2018 11:10
604352-LCS1,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807890,8/28/2018 23:02,18.4,mg/l,NA,20,18.4,NA,1,mg/l,2,BS,,8/28/2018 23:02
604353-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807890,8/28/2018 1:05,21.2,mg/l,NA,20,21.2,NA,1,mg/l,2,BS,,8/28/2018 1:05
604730-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807890,8/30/2018 3:00,1.92,mg/l,NA,2,1.92,NA,0.02,mg/l,0.2,BS,,8/30/2018 3:00
604732-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807890,8/30/2018 5:04,1.89,mg/l,NA,2,1.89,NA,0.02,mg/l,0.2,BS,,8/30/2018 5:04
605274-LCS1,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807890,9/4/2018 21:21,0.525,mg/l,NA,0.5,0.525,NA,8.00E-04,mg/l,0.005,BS,,9/4/2018 21:21
605812-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807890,9/6/2018 17:53,0.519,mg/l,NA,0.5,0.519,NA,7.00E-04,mg/l,0.002,BS,,9/6/2018 17:53
320621-LCS1,Calcium,7440-70-2,TRUE,,R1807891,8/24/2018 0:00,1910,ug/l,NA,2000,1910,,110,ug/l,1000,BS,,8/25/2018 19:18
320621-LCS1,Iron,7439-89-6,TRUE,,R1807891,8/24/2018 0:00,954,ug/l,NA,1000,954,,13,ug/l,100,BS,,8/25/2018 19:18
320621-LCS1,Magnesium,7439-95-4,TRUE,,R1807891,8/24/2018 0:00,1910,ug/l,NA,2000,1910,,29,ug/l,1000,BS,,8/25/2018 19:18
320623-LCS1,Cadmium,7440-43-9,TRUE,,R1807891,8/24/2018 0:00,21.1,ug/l,NA,20,21.1,,0.06,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Copper,7440-50-8,TRUE,,R1807891,8/24/2018 0:00,21.7,ug/l,NA,20,21.7,,0.66,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Lead,7439-92-1,TRUE,,R1807891,8/24/2018 0:00,21.7,ug/l,NA,20,21.7,,0.07,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Aluminum,7429-90-5,TRUE,,R1807891,8/24/2018 0:00,21.2,ug/l,NA,20,21.2,,2.3,ug/l,10,BS,,8/29/2018 14:09
320623-LCS1,Arsenic,7440-38-2,TRUE,,R1807891,8/24/2018 0:00,21.4,ug/l,NA,20,21.4,,0.39,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Silver,7440-22-4,TRUE,,R1807891,8/24/2018 0:00,21.3,ug/l,NA,20,21.3,,0.04,ug/l,1,BS,,8/29/2018 14:09
320623-LCS1,Zinc,7440-66-6,TRUE,,R1807891,8/24/2018 0:00,21.4,ug/l,NA,20,21.4,,2.5,ug/l,5,BS,,8/29/2018 14:09
320623-LCS1,Nickel,7440-02-0,TRUE,,R1807891,8/24/2018 0:00,21,ug/l,NA,20,21,,0.26,ug/l,1,BS,,8/29/2018 14:09
