sys_sample_code,site,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers
13-WALK-35.6-09052018-W,13-WALK-35.,Cadmium,9/5/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-35.6-09052018-W,13-WALK-35.,Calcium,9/5/2018,7440-70-2,TRUE,53100,ug/l,110,ug/l,1000,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,CHLORIDE (AS CL),9/5/2018,16887-00-6,TRUE,73.2,mg/l,0.4,mg/l,6,,R,Accuracy error
13-WALK-35.6-09052018-W,13-WALK-35.,Chlorophyll A,9/5/2018,479-61-8,TRUE,4.62,ug/l,NA,ug/l,0.11,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,Copper,9/5/2018,7440-50-8,TRUE,4.6,ug/l,0.66,ug/l,1,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,HARDNESS (AS CACO3),9/5/2018,HARD,TRUE,199,mg/l,NA,mg/l,6.62,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,Iron,9/5/2018,7439-89-6,TRUE,704,ug/l,13,ug/l,100,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,Lead,9/5/2018,7439-92-1,TRUE,0.78,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-WALK-35.6-09052018-W,13-WALK-35.,Magnesium,9/5/2018,7439-95-4,TRUE,16000,ug/l,29,ug/l,1000,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,Nickel,9/5/2018,7440-02-0,TRUE,1.8,ug/l,0.26,ug/l,1,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,Nitrate+Nitrite as Nitrogen,9/5/2018,NO3NO2N,TRUE,1.54,mg/l,7.00E-04,mg/l,0.002,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,Nitrogen,9/5/2018,KN,TRUE,2.44,mg/l,NA,mg/l,0.1,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,"Nitrogen, ammonia (As N)",9/5/2018,7664-41-7,TRUE,0.0462,mg/l,8.00E-04,mg/l,0.005,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,"NITROGEN, KJELDAHL, TOTAL",9/5/2018,KN,TRUE,0.9,mg/l,0.08,mg/l,0.1,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,"NITROGEN, NITRATE (AS N)",9/5/2018,14797-55-8,TRUE,1.53,mg/l,NA,mg/l,0.01,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,"NITROGEN, NITRITE",9/5/2018,14797-65-0,TRUE,0.015,mg/l,0.007,mg/l,0.01,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,"PHOSPHORUS, TOTAL (AS P)",9/5/2018,7723-14-0,TRUE,0.223,mg/l,0.01,mg/l,0.025,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,Silver,9/5/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-35.6-09052018-W,13-WALK-35.,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/5/2018,TDS,TRUE,345,mg/l,4,mg/l,10,,A,
13-WALK-35.6-09052018-W,13-WALK-35.,TURBIDITY,9/5/2018,TURB,TRUE,5.06,ntu,0.06,ntu,0.1,,R,estimated value due to Equipment Blank error ; Holding Time error
13-WALK-35.6-09052018-W,13-WALK-35.,Zinc,9/5/2018,7440-66-6,TRUE,7.8,ug/l,2.5,ug/l,5,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,"ALKALINITY, TOTAL (AS CaCO3)",10/3/2018,ALK,TRUE,86,mg/l,1,mg/l,2,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Aluminum,10/3/2018,7429-90-5,TRUE,1050,ug/l,23,ug/l,100,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Arsenic,10/3/2018,7440-38-2,TRUE,2.1,ug/l,0.39,ug/l,1,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Cadmium,10/3/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-35.6-10032018-W,13-WALK-35.,Calcium,10/3/2018,7440-70-2,TRUE,34900,ug/l,110,ug/l,1000,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,CHLORIDE (AS CL),10/3/2018,16887-00-6,TRUE,42.7,mg/l,0.2,mg/l,2,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Chlorophyll A,10/3/2018,479-61-8,TRUE,2.03,ug/l,NA,ug/l,0.32,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Copper,10/3/2018,7440-50-8,TRUE,6.3,ug/l,0.66,ug/l,1,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,HARDNESS (AS CACO3),10/3/2018,HARD,TRUE,123,mg/l,NA,mg/l,6.62,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Iron,10/3/2018,7439-89-6,TRUE,2130,ug/l,13,ug/l,100,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Lead,10/3/2018,7439-92-1,TRUE,2.3,ug/l,0.067,ug/l,1,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Magnesium,10/3/2018,7439-95-4,TRUE,8640,ug/l,29,ug/l,1000,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Nickel,10/3/2018,7440-02-0,TRUE,3.3,ug/l,0.26,ug/l,1,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Nitrate+Nitrite as Nitrogen,10/3/2018,NO3NO2N,TRUE,1.22,mg/l,7.00E-04,mg/l,0.002,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Nitrogen,10/3/2018,KN,TRUE,2.77,mg/l,NA,mg/l,0.1,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,"Nitrogen, ammonia (As N)",10/3/2018,7664-41-7,TRUE,0.0494,mg/l,8.00E-04,mg/l,0.005,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,"NITROGEN, KJELDAHL, TOTAL",10/3/2018,KN,TRUE,1.55,mg/l,0.08,mg/l,0.1,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,"NITROGEN, NITRATE (AS N)",10/3/2018,14797-55-8,TRUE,1.2,mg/l,NA,mg/l,0.01,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,"NITROGEN, NITRITE",10/3/2018,14797-65-0,TRUE,0.013,mg/l,0.007,mg/l,0.01,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,"PHOSPHORUS, TOTAL (AS P)",10/3/2018,7723-14-0,TRUE,0.238,mg/l,0.01,mg/l,0.025,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Silver,10/3/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-35.6-10032018-W,13-WALK-35.,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/3/2018,TDS,TRUE,233,mg/l,4,mg/l,10,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,TURBIDITY,10/3/2018,TURB,TRUE,13.1,ntu,0.06,ntu,0.1,,A,
13-WALK-35.6-10032018-W,13-WALK-35.,Zinc,10/3/2018,7440-66-6,TRUE,18.7,ug/l,2.5,ug/l,5,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,"ALKALINITY, TOTAL (AS CaCO3)",7/11/2018,ALK,TRUE,153,mg/l,1,mg/l,2,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Aluminum,7/11/2018,7429-90-5,TRUE,104,ug/l,4.6,ug/l,20,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Arsenic,7/11/2018,7440-38-2,TRUE,1.9,ug/l,0.39,ug/l,1,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Cadmium,7/11/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-07112018-W,13-WALK-44.,Calcium,7/11/2018,7440-70-2,TRUE,57200,ug/l,110,ug/l,1000,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,CHLORIDE (AS CL),7/11/2018,16887-00-6,TRUE,110,mg/l,0.5,mg/l,8,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Chlorophyll A,7/11/2018,479-61-8,TRUE,22,ug/l,NA,ug/l,0.68,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Copper,7/11/2018,7440-50-8,TRUE,4.8,ug/l,0.66,ug/l,1,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,HARDNESS (AS CACO3),7/11/2018,HARD,TRUE,216,mg/l,NA,mg/l,6.62,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Iron,7/11/2018,7439-89-6,TRUE,208,ug/l,13,ug/l,100,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Lead,7/11/2018,7439-92-1,TRUE,0.45,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-WALK-44.4-07112018-W,13-WALK-44.,Magnesium,7/11/2018,7439-95-4,TRUE,17700,ug/l,29,ug/l,1000,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Nickel,7/11/2018,7440-02-0,TRUE,2.2,ug/l,0.26,ug/l,1,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,TRUE,1.84,mg/l,7.00E-04,mg/l,0.002,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Nitrogen,7/11/2018,KN,TRUE,2.63,mg/l,NA,mg/l,0.2,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,TRUE,0.0148,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error
13-WALK-44.4-07112018-W,13-WALK-44.,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,TRUE,0.79,mg/l,0.08,mg/l,0.2,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,TRUE,1.83,mg/l,NA,mg/l,0.01,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,"NITROGEN, NITRITE",7/11/2018,14797-65-0,TRUE,0.016,mg/l,0.007,mg/l,0.01,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,"PHOSPHORUS, TOTAL (AS P)",7/11/2018,7723-14-0,TRUE,0.237,mg/l,0.02,mg/l,0.05,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Silver,7/11/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-07112018-W,13-WALK-44.,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/11/2018,TDS,TRUE,404,mg/l,4,mg/l,10,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,TURBIDITY,7/11/2018,TURB,TRUE,8.22,ntu,0.06,ntu,0.1,,A,
13-WALK-44.4-07112018-W,13-WALK-44.,Zinc,7/11/2018,7440-66-6,TRUE,11.6,ug/l,2.5,ug/l,5,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,"ALKALINITY, TOTAL (AS CaCO3)",7/25/2018,ALK,TRUE,78.8,mg/l,1,mg/l,2,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Aluminum,7/25/2018,7429-90-5,TRUE,1410,ug/l,23,ug/l,100,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Arsenic,7/25/2018,7440-38-2,TRUE,2.1,ug/l,0.39,ug/l,1,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Cadmium,7/25/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-07252018-WS,13-WALK-44.,Calcium,7/25/2018,7440-70-2,TRUE,30600,ug/l,110,ug/l,1000,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,CHLORIDE (AS CL),7/25/2018,16887-00-6,TRUE,62.6,mg/l,0.2,mg/l,2,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Chlorophyll A,7/25/2018,479-61-8,TRUE,12.2,ug/l,NA,ug/l,0.64,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Copper,7/25/2018,7440-50-8,TRUE,5.3,ug/l,0.66,ug/l,1,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,HARDNESS (AS CACO3),7/25/2018,HARD,TRUE,113,mg/l,NA,mg/l,6.62,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Iron,7/25/2018,7439-89-6,TRUE,2940,ug/l,13,ug/l,100,N,R,lab error
13-WALK-44.4-07252018-WS,13-WALK-44.,Lead,7/25/2018,7439-92-1,TRUE,2.9,ug/l,0.067,ug/l,1,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Magnesium,7/25/2018,7439-95-4,TRUE,8800,ug/l,29,ug/l,1000,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Nickel,7/25/2018,7440-02-0,TRUE,3.5,ug/l,0.26,ug/l,1,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Nitrate+Nitrite as Nitrogen,7/25/2018,NO3NO2N,TRUE,0.601,mg/l,7.00E-04,mg/l,0.002,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Nitrogen,7/25/2018,KN,TRUE,1.34,mg/l,NA,mg/l,0.2,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,"Nitrogen, ammonia (As N)",7/25/2018,7664-41-7,TRUE,0.0664,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error ; Precision error
13-WALK-44.4-07252018-WS,13-WALK-44.,"NITROGEN, KJELDAHL, TOTAL",7/25/2018,KN,TRUE,0.74,mg/l,0.08,mg/l,0.2,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,"NITROGEN, NITRATE (AS N)",7/25/2018,14797-55-8,TRUE,0.589,mg/l,NA,mg/l,0.01,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,"NITROGEN, NITRITE",7/25/2018,14797-65-0,TRUE,0.013,mg/l,0.007,mg/l,0.01,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,"PHOSPHORUS, TOTAL (AS P)",7/25/2018,7723-14-0,TRUE,0.146,mg/l,0.01,mg/l,0.025,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Silver,7/25/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-07252018-WS,13-WALK-44.,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/25/2018,TDS,TRUE,247,mg/l,4,mg/l,10,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,TURBIDITY,7/25/2018,TURB,TRUE,49.3,ntu,0.06,ntu,0.1,,A,
13-WALK-44.4-07252018-WS,13-WALK-44.,Zinc,7/25/2018,7440-66-6,TRUE,22.4,ug/l,2.5,ug/l,5,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,"ALKALINITY, TOTAL (AS CaCO3)",8/15/2018,ALK,TRUE,82,mg/l,1,mg/l,2,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Aluminum,8/15/2018,7429-90-5,TRUE,844,ug/l,46,ug/l,200,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Arsenic,8/15/2018,7440-38-2,TRUE,2.6,ug/l,0.39,ug/l,1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Cadmium,8/15/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-08152018-W,13-WALK-44.,Calcium,8/15/2018,7440-70-2,TRUE,35500,ug/l,110,ug/l,1000,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,CHLORIDE (AS CL),8/15/2018,16887-00-6,TRUE,44.9,mg/l,0.2,mg/l,2,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Chlorophyll A,8/15/2018,479-61-8,TRUE,1.49,ug/l,NA,ug/l,0.1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Copper,8/15/2018,7440-50-8,TRUE,5.7,ug/l,0.66,ug/l,1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,HARDNESS (AS CACO3),8/15/2018,HARD,TRUE,123,mg/l,NA,mg/l,6.62,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Iron,8/15/2018,7439-89-6,TRUE,2490,ug/l,13,ug/l,100,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Lead,8/15/2018,7439-92-1,TRUE,2.4,ug/l,0.067,ug/l,1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Magnesium,8/15/2018,7439-95-4,TRUE,8320,ug/l,29,ug/l,1000,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Nickel,8/15/2018,7440-02-0,TRUE,3.5,ug/l,0.26,ug/l,1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,TRUE,1.35,mg/l,7.00E-04,mg/l,0.002,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Nitrogen,8/15/2018,KN,TRUE,2.55,mg/l,NA,mg/l,0.1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,TRUE,0.0793,mg/l,8.00E-04,mg/l,0.005,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,TRUE,1.2,mg/l,0.08,mg/l,0.1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,TRUE,1.34,mg/l,NA,mg/l,0.01,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,"NITROGEN, NITRITE",8/15/2018,14797-65-0,TRUE,0.019,mg/l,0.007,mg/l,0.01,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,"PHOSPHORUS, TOTAL (AS P)",8/15/2018,7723-14-0,TRUE,0.279,mg/l,0.02,mg/l,0.05,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Silver,8/15/2018,7440-22-4,TRUE,0.16,ug/l,0.039,ug/l,1,J,J,estimated value due to lab error
13-WALK-44.4-08152018-W,13-WALK-44.,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/15/2018,TDS,TRUE,234,mg/l,4,mg/l,10,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,TURBIDITY,8/15/2018,TURB,TRUE,48.9,ntu,0.06,ntu,0.1,,A,
13-WALK-44.4-08152018-W,13-WALK-44.,Zinc,8/15/2018,7440-66-6,TRUE,24.5,ug/l,2.5,ug/l,5,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,"ALKALINITY, TOTAL (AS CaCO3)",9/6/2018,ALK,TRUE,150,mg/l,1,mg/l,2,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Aluminum,9/6/2018,7429-90-5,TRUE,216,ug/l,4.6,ug/l,20,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Arsenic,9/6/2018,7440-38-2,TRUE,1.8,ug/l,0.39,ug/l,1,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Cadmium,9/6/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-09062018-W,13-WALK-44.,Calcium,9/6/2018,7440-70-2,TRUE,52000,ug/l,110,ug/l,1000,E,J,estimated value due to lab error
13-WALK-44.4-09062018-W,13-WALK-44.,CHLORIDE (AS CL),9/6/2018,16887-00-6,TRUE,73,mg/l,0.3,mg/l,4,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Chlorophyll A,9/6/2018,479-61-8,TRUE,3.41,ug/l,NA,ug/l,0.11,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Copper,9/6/2018,7440-50-8,TRUE,2.7,ug/l,0.66,ug/l,1,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,HARDNESS (AS CACO3),9/6/2018,HARD,TRUE,198,mg/l,NA,mg/l,6.62,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Iron,9/6/2018,7439-89-6,TRUE,655,ug/l,13,ug/l,100,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Lead,9/6/2018,7439-92-1,TRUE,0.6,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-WALK-44.4-09062018-W,13-WALK-44.,Magnesium,9/6/2018,7439-95-4,TRUE,16500,ug/l,29,ug/l,1000,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Nickel,9/6/2018,7440-02-0,TRUE,1.7,ug/l,0.26,ug/l,1,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Nitrate+Nitrite as Nitrogen,9/6/2018,NO3NO2N,TRUE,1.07,mg/l,7.00E-04,mg/l,0.002,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Nitrogen,9/6/2018,KN,TRUE,1.71,mg/l,NA,mg/l,0.1,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,"Nitrogen, ammonia (As N)",9/6/2018,7664-41-7,TRUE,0.0331,mg/l,8.00E-04,mg/l,0.005,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,"NITROGEN, KJELDAHL, TOTAL",9/6/2018,KN,TRUE,0.64,mg/l,0.08,mg/l,0.1,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,"NITROGEN, NITRATE (AS N)",9/6/2018,14797-55-8,TRUE,1.06,mg/l,NA,mg/l,0.01,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,"NITROGEN, NITRITE",9/6/2018,14797-65-0,TRUE,0.013,mg/l,0.007,mg/l,0.01,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,"PHOSPHORUS, TOTAL (AS P)",9/6/2018,7723-14-0,TRUE,0.139,mg/l,0.01,mg/l,0.025,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Silver,9/6/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-09062018-W,13-WALK-44.,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2018,TDS,TRUE,331,mg/l,4,mg/l,10,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,TURBIDITY,9/6/2018,TURB,TRUE,9.79,ntu,0.06,ntu,0.1,,A,
13-WALK-44.4-09062018-W,13-WALK-44.,Zinc,9/6/2018,7440-66-6,TRUE,4.5,ug/l,2.5,ug/l,5,J,J,estimated value due to lab error
13-WALK-44.4-10042018-W,13-WALK-44.,"ALKALINITY, TOTAL (AS CaCO3)",10/4/2018,ALK,TRUE,75.2,mg/l,1,mg/l,2,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Aluminum,10/4/2018,7429-90-5,TRUE,686,ug/l,23,ug/l,100,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Arsenic,10/4/2018,7440-38-2,TRUE,1.7,ug/l,0.39,ug/l,1,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Cadmium,10/4/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-10042018-W,13-WALK-44.,Calcium,10/4/2018,7440-70-2,TRUE,28300,ug/l,110,ug/l,1000,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,CHLORIDE (AS CL),10/4/2018,16887-00-6,TRUE,33.6,mg/l,0.2,mg/l,2,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Chlorophyll A,10/4/2018,479-61-8,TRUE,2.23,ug/l,NA,ug/l,0.16,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Copper,10/4/2018,7440-50-8,TRUE,4.3,ug/l,0.66,ug/l,1,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,HARDNESS (AS CACO3),10/4/2018,HARD,TRUE,101,mg/l,NA,mg/l,6.62,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Iron,10/4/2018,7439-89-6,TRUE,1500,ug/l,13,ug/l,100,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Lead,10/4/2018,7439-92-1,TRUE,1.5,ug/l,0.067,ug/l,1,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Magnesium,10/4/2018,7439-95-4,TRUE,7240,ug/l,29,ug/l,1000,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Nickel,10/4/2018,7440-02-0,TRUE,2.4,ug/l,0.26,ug/l,1,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Nitrate+Nitrite as Nitrogen,10/4/2018,NO3NO2N,TRUE,1.04,mg/l,7.00E-04,mg/l,0.002,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Nitrogen,10/4/2018,KN,TRUE,2.07,mg/l,NA,mg/l,0.1,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,"Nitrogen, ammonia (As N)",10/4/2018,7664-41-7,TRUE,0.0401,mg/l,8.00E-04,mg/l,0.005,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,"NITROGEN, KJELDAHL, TOTAL",10/4/2018,KN,TRUE,1.03,mg/l,0.08,mg/l,0.1,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,"NITROGEN, NITRATE (AS N)",10/4/2018,14797-55-8,TRUE,1.02,mg/l,NA,mg/l,0.01,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,"NITROGEN, NITRITE",10/4/2018,14797-65-0,TRUE,0.013,mg/l,0.007,mg/l,0.01,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,"PHOSPHORUS, TOTAL (AS P)",10/4/2018,7723-14-0,TRUE,0.191,mg/l,0.01,mg/l,0.025,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Silver,10/4/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-44.4-10042018-W,13-WALK-44.,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/4/2018,TDS,TRUE,195,mg/l,4,mg/l,10,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,TURBIDITY,10/4/2018,TURB,TRUE,11.2,ntu,0.06,ntu,0.1,,A,
13-WALK-44.4-10042018-W,13-WALK-44.,Zinc,10/4/2018,7440-66-6,TRUE,14.2,ug/l,2.5,ug/l,5,,A,
13-WALK-46.6-07112018-W,13-WALK-46.,"ALKALINITY, TOTAL (AS CaCO3)",7/11/2018,ALK,TRUE,161,mg/l,1,mg/l,2,,A,
13-WALK-46.6-07112018-W,13-WALK-46.,Aluminum,7/11/2018,7429-90-5,TRUE,320,ug/l,11.5,ug/l,50,,A,
13-WALK-46.6-07112018-W,13-WALK-46.,Arsenic,7/11/2018,7440-38-2,TRUE,2.1,ug/l,0.39,ug/l,1,,A,
13-WALK-46.6-07112018-W,13-WALK-46.,Cadmium,7/11/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-WALK-46.6-07112018-W,13-WALK-46.,Calcium,7/11/2018,7440-70-2,TRUE,54700,ug/l,110,ug/l,1000,,A,
13-WALK-46.6-07112018-W,13-WALK-46.,CHLORIDE (AS CL),7/11/2018,16887-00-6,TRUE,92.9,mg/l,0.2,mg/l,2,,A,
13-WALK-46.6-07112018-W,13-WALK-46.,Chlorophyll A,7/11/2018,479-61-8,TRUE,31.4,ug/l,NA,ug/l,0.86,,A,
