"","Sample Name","Characteristic Name","Analysis Start Date","cas_rn","Result Sample Fraction","result value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","Lab Name Code","Lab Sample Name","Result Value Type","reporting_detection_limit","Analysis Date Timezone","Results Detection Condition"
"1955","18LHB339","Chlorophyll A","2018-09-11","479-61-8","T",39.2,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"1956","18LHB339","Color, True","2018-09-11","COLOR","T",34,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"1957","18LHB339","Nitrate+Nitrite as Nitrogen","2018-09-11","NO3NO2N","T",0.0048,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"1958","18LHB339","Nitrogen, ammonia (As N)","2018-09-11","7664-41-7","T",0.257,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1959","18LHB339","NITROGEN, KJELDAHL, TOTAL","2018-09-11","KN","T",1.7,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1960","18LHB339","pH of Color Analysis","2018-09-11","PHCOLOR","T",7.47,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1961","18LHB339","PHOSPHORUS, DISSOLVED (AS P)","2018-09-11","7723-14-0","D",0.0107,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1962","18LHB339","PHOSPHORUS, TOTAL (AS P)","2018-09-11","7723-14-0","T",0.109,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"1963","18LHB339","TOTAL ORGANIC CARBON","2018-09-11","TOC","T",6.9,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1964","18LHB341","ALKALINITY, TOTAL (AS CaCO3)","2018-09-12","ALK","T",89.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1965","18LHB341","Chlorophyll A","2018-09-12","479-61-8","T",54.3,"ug/l",NA,"ug/l",1.6,"","A","",NA,NA,NA,NA,"EDT",""
"1966","18LHB341","Color, True","2018-09-12","COLOR","T",34,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"1967","18LHB341","Nitrate+Nitrite as Nitrogen","2018-09-12","NO3NO2N","T",0.0119,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"1968","18LHB341","Nitrogen, ammonia (As N)","2018-09-12","7664-41-7","T",0.284,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1969","18LHB341","NITROGEN, KJELDAHL, TOTAL","2018-09-12","KN","T",1.5,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1970","18LHB341","pH of Color Analysis","2018-09-12","PHCOLOR","T",7.82,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1971","18LHB341","PHOSPHORUS, DISSOLVED (AS P)","2018-09-12","7723-14-0","D",0.0089,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1972","18LHB341","PHOSPHORUS, TOTAL (AS P)","2018-09-12","7723-14-0","T",0.0668,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1973","18LHB341","TOTAL ORGANIC CARBON","2018-09-12","TOC","T",9.3,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"1974","18LIS001","ALKALINITY, TOTAL (AS CaCO3)","2018-07-25","ALK","T",108,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1975","18LIS001","Chlorophyll A","2018-07-25","479-61-8","T",75.2,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"1976","18LIS001","Color, True","2018-07-25","COLOR","T",85,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1977","18LIS001","Nitrate+Nitrite as Nitrogen","2018-07-25","NO3NO2N","T",0.44,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"1978","18LIS001","Nitrogen, ammonia (As N)","2018-07-25","7664-41-7","T",0.0092,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"1979","18LIS001","NITROGEN, KJELDAHL, TOTAL","2018-07-25","KN","T",0.72,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1980","18LIS001","pH of Color Analysis","2018-07-25","PHCOLOR","T",8.37,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1981","18LIS001","PHOSPHORUS, DISSOLVED (AS P)","2018-07-25","7723-14-0","D",0.0475,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1982","18LIS001","PHOSPHORUS, TOTAL (AS P)","2018-07-25","7723-14-0","T",0.0848,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"1983","18LIS001","TOTAL ORGANIC CARBON","2018-07-25","TOC","T",4.8,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"1984","18LIS003","ALKALINITY, TOTAL (AS CaCO3)","2018-08-06","ALK","T",39.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1985","18LIS003","Chlorophyll A","2018-08-06","479-61-8","T",25.4,"ug/l",NA,"ug/l",1.6,"","A","",NA,NA,NA,NA,"EDT",""
"1986","18LIS003","Color, True","2018-08-06","COLOR","T",19,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1987","18LIS003","Nitrate+Nitrite as Nitrogen","2018-08-06","NO3NO2N","T",0.959,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"1988","18LIS003","Nitrogen, ammonia (As N)","2018-08-06","7664-41-7","T",0.0597,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1989","18LIS003","NITROGEN, KJELDAHL, TOTAL","2018-08-06","KN","T",0.88,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"1990","18LIS003","pH of Color Analysis","2018-08-06","PHCOLOR","T",6.79,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"1991","18LIS003","PHOSPHORUS, DISSOLVED (AS P)","2018-08-06","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"1992","18LIS003","PHOSPHORUS, TOTAL (AS P)","2018-08-06","7723-14-0","T",0.0519,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"1993","18LIS003","TOTAL ORGANIC CARBON","2018-08-06","TOC","T",3.1,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1994","18LIS005","ALKALINITY, TOTAL (AS CaCO3)","2018-07-24","ALK","T",14.8,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"1995","18LIS005","Chlorophyll A","2018-07-24","479-61-8","T",139,"ug/l",NA,"ug/l",8,"","A","",NA,NA,NA,NA,"EDT",""
"1996","18LIS005","Color, True","2018-07-24","COLOR","T",100,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"1997","18LIS005","Nitrate+Nitrite as Nitrogen","2018-07-24","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"1998","18LIS005","Nitrogen, ammonia (As N)","2018-07-24","7664-41-7","T",0.0089,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"1999","18LIS005","NITROGEN, KJELDAHL, TOTAL","2018-07-24","KN","T",2.95,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2000","18LIS005","pH of Color Analysis","2018-07-24","PHCOLOR","T",8,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2001","18LIS005","PHOSPHORUS, DISSOLVED (AS P)","2018-07-24","7723-14-0","D",0.319,"mg/l",0.02,"mg/l",0.05,"","A","",NA,NA,NA,NA,"EDT",""
"2002","18LIS005","PHOSPHORUS, TOTAL (AS P)","2018-07-24","7723-14-0","T",0.48,"mg/l",0.04,"mg/l",0.1,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2003","18LIS005","TOTAL ORGANIC CARBON","2018-07-24","TOC","T",7,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2004","18LIS009","ALKALINITY, TOTAL (AS CaCO3)","2018-07-31","ALK","T",42.8,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2005","18LIS009","Carbon, Dissolved Organic (DOC)","2018-07-31","DOC","D",3.7,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"2006","18LIS009","Chlorophyll A","2018-07-31","479-61-8","T",1.9,"ug/l",NA,"ug/l",0.053,"","A","",NA,NA,NA,NA,"EDT",""
"2007","18LIS009","Color, True","2018-07-31","COLOR","T",22,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2008","18LIS009","Nitrate+Nitrite as Nitrogen","2018-07-31","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"2009","18LIS009","Nitrogen, ammonia (As N)","2018-07-31","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"2010","18LIS009","NITROGEN, KJELDAHL, TOTAL","2018-07-31","KN","T",0.55,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2011","18LIS009","pH of Color Analysis","2018-07-31","PHCOLOR","T",8.3,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2012","18LIS009","PHOSPHORUS, DISSOLVED (AS P)","2018-07-31","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"2013","18LIS009","PHOSPHORUS, TOTAL (AS P)","2018-07-31","7723-14-0","T",0.0091,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2014","18LIS009","SULFATE (AS SO4)","2018-07-31","14808-79-8","T",8.6,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2015","18LIS009","UV 254","2018-07-31","UV254","T",0.0535,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2016","18LIS010","Arsenic","2018-07-31","7440-38-2","T",NA,"ug/l",0.39,"ug/l",1,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"2017","18LIS010","Carbon, Dissolved Organic (DOC)","2018-07-31","DOC","D",2.9,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"2018","18LIS010","Color, True","2018-07-31","COLOR","T",21,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2019","18LIS010","Iron","2018-07-31","7439-89-6","T",42.6,"ug/l",13,"ug/l",100,"J","J","estimated value due to lab error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"2020","18LIS010","Manganese","2018-07-31","7439-96-5","T",117,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"2021","18LIS010","Nitrate+Nitrite as Nitrogen","2018-07-31","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"2022","18LIS010","Nitrogen, ammonia (As N)","2018-07-31","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"2023","18LIS010","NITROGEN, KJELDAHL, TOTAL","2018-07-31","KN","T",0.37,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2024","18LIS010","pH of Color Analysis","2018-07-31","PHCOLOR","T",8.09,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2025","18LIS010","PHOSPHORUS, DISSOLVED (AS P)","2018-07-31","7723-14-0","D",0.0054,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2026","18LIS010","PHOSPHORUS, TOTAL (AS P)","2018-07-31","7723-14-0","T",0.0162,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2027","18LIS010","SULFATE (AS SO4)","2018-07-31","14808-79-8","T",8.2,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2028","18LIS010","UV 254","2018-07-31","UV254","T",0.049,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2029","18LIS013","ALKALINITY, TOTAL (AS CaCO3)","2018-07-25","ALK","T",80.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2030","18LIS013","Chlorophyll A","2018-07-25","479-61-8","T",88,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"2031","18LIS013","Color, True","2018-07-25","COLOR","T",105,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2032","18LIS013","Nitrate+Nitrite as Nitrogen","2018-07-25","NO3NO2N","T",0.252,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"2033","18LIS013","Nitrogen, ammonia (As N)","2018-07-25","7664-41-7","T",0.0247,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2034","18LIS013","NITROGEN, KJELDAHL, TOTAL","2018-07-25","KN","T",0.92,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2035","18LIS013","pH of Color Analysis","2018-07-25","PHCOLOR","T",7.56,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2036","18LIS013","PHOSPHORUS, DISSOLVED (AS P)","2018-07-25","7723-14-0","D",0.0192,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2037","18LIS013","PHOSPHORUS, TOTAL (AS P)","2018-07-25","7723-14-0","T",0.0868,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2038","18LIS013","TOTAL ORGANIC CARBON","2018-07-25","TOC","T",4.7,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2039","18LIS017","ALKALINITY, TOTAL (AS CaCO3)","2018-08-07","ALK","T",4.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2040","18LIS017","Chlorophyll A","2018-08-07","479-61-8","T",7.22,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"2041","18LIS017","Color, True","2018-08-07","COLOR","T",1000,"color unit",NA,"color unit",50,"","A","",NA,NA,NA,NA,"EDT",""
"2042","18LIS017","Nitrate+Nitrite as Nitrogen","2018-08-07","NO3NO2N","T",0.0355,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"2043","18LIS017","Nitrogen, ammonia (As N)","2018-08-07","7664-41-7","T",0.119,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2044","18LIS017","NITROGEN, KJELDAHL, TOTAL","2018-08-07","KN","T",1.46,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2045","18LIS017","pH of Color Analysis","2018-08-07","PHCOLOR","T",6.78,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2046","18LIS017","PHOSPHORUS, DISSOLVED (AS P)","2018-08-07","7723-14-0","D",0.0575,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2047","18LIS017","PHOSPHORUS, TOTAL (AS P)","2018-08-07","7723-14-0","T",0.0999,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2048","18LIS017","TOTAL ORGANIC CARBON","2018-08-07","TOC","T",23.3,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"2049","18LIS019","ALKALINITY, TOTAL (AS CaCO3)","2018-08-01","ALK","T",50.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2050","18LIS019","Chlorophyll A","2018-08-01","479-61-8","T",18.3,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"2051","18LIS019","Nitrate+Nitrite as Nitrogen","2018-08-01","NO3NO2N","T",0.0197,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"2052","18LIS019","Nitrogen, ammonia (As N)","2018-08-01","7664-41-7","T",0.179,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2053","18LIS019","NITROGEN, KJELDAHL, TOTAL","2018-08-01","KN","T",1.18,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2054","18LIS019","PHOSPHORUS, DISSOLVED (AS P)","2018-08-01","7723-14-0","D",0.0772,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2055","18LIS019","PHOSPHORUS, TOTAL (AS P)","2018-08-01","7723-14-0","T",0.178,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"2056","18LIS019","TOTAL ORGANIC CARBON","2018-08-01","TOC","T",5.8,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2057","18LIS020","Color, True","2018-08-01","COLOR","T",100,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2058","18LIS020","Nitrate+Nitrite as Nitrogen","2018-08-01","NO3NO2N","T",0.0191,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"2059","18LIS020","Nitrogen, ammonia (As N)","2018-08-01","7664-41-7","T",0.194,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2060","18LIS020","NITROGEN, KJELDAHL, TOTAL","2018-08-01","KN","T",1,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2061","18LIS020","pH of Color Analysis","2018-08-01","PHCOLOR","T",8.12,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2062","18LIS020","PHOSPHORUS, DISSOLVED (AS P)","2018-08-01","7723-14-0","D",0.078,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2063","18LIS020","PHOSPHORUS, TOTAL (AS P)","2018-08-01","7723-14-0","T",0.143,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"2064","18LIS020","TOTAL ORGANIC CARBON","2018-08-01","TOC","T",5.8,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2065","18LIS021","ALKALINITY, TOTAL (AS CaCO3)","2018-07-24","ALK","T",91.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2066","18LIS021","Chlorophyll A","2018-07-24","479-61-8","T",235,"ug/l",NA,"ug/l",5.3,"","A","",NA,NA,NA,NA,"EDT",""
"2067","18LIS021","Color, True","2018-07-24","COLOR","T",170,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"2068","18LIS021","Nitrate+Nitrite as Nitrogen","2018-07-24","NO3NO2N","T",0.303,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"2069","18LIS021","Nitrogen, ammonia (As N)","2018-07-24","7664-41-7","T",0.0066,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2070","18LIS021","NITROGEN, KJELDAHL, TOTAL","2018-07-24","KN","T",1.79,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2071","18LIS021","pH of Color Analysis","2018-07-24","PHCOLOR","T",7.81,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2072","18LIS021","PHOSPHORUS, DISSOLVED (AS P)","2018-07-24","7723-14-0","D",0.0079,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2073","18LIS021","PHOSPHORUS, TOTAL (AS P)","2018-07-24","7723-14-0","T",0.062,"mg/l",0.004,"mg/l",0.01,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2074","18LIS021","TOTAL ORGANIC CARBON","2018-07-24","TOC","T",5.4,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2075","18LIS023","ALKALINITY, TOTAL (AS CaCO3)","2018-08-01","ALK","T",116,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2076","18LIS023","Chlorophyll A","2018-08-01","479-61-8","T",175,"ug/l",NA,"ug/l",5.3,"","A","",NA,NA,NA,NA,"EDT",""
"2077","18LIS023","Color, True","2018-08-01","COLOR","T",95,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2078","18LIS023","Nitrate+Nitrite as Nitrogen","2018-08-01","NO3NO2N","T",0.0065,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"2079","18LIS023","Nitrogen, ammonia (As N)","2018-08-01","7664-41-7","T",0.0318,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2080","18LIS023","NITROGEN, KJELDAHL, TOTAL","2018-08-01","KN","T",4.56,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2081","18LIS023","pH of Color Analysis","2018-08-01","PHCOLOR","T",8.01,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2082","18LIS023","PHOSPHORUS, DISSOLVED (AS P)","2018-08-01","7723-14-0","D",0.0298,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2083","18LIS023","PHOSPHORUS, TOTAL (AS P)","2018-08-01","7723-14-0","T",0.473,"mg/l",0.02,"mg/l",0.05,"","A","",NA,NA,NA,NA,"EDT",""
"2084","18LIS023","TOTAL ORGANIC CARBON","2018-08-01","TOC","T",16.3,"mg/l",0.05,"mg/l",1,"","A","",NA,NA,NA,NA,"EDT",""
"2085","18LIS025","ALKALINITY, TOTAL (AS CaCO3)","2018-07-24","ALK","T",60.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2086","18LIS025","Chlorophyll A","2018-07-24","479-61-8","T",197,"ug/l",NA,"ug/l",5.3,"","A","",NA,NA,NA,NA,"EDT",""
"2087","18LIS025","Color, True","2018-07-24","COLOR","T",160,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"2088","18LIS025","Nitrate+Nitrite as Nitrogen","2018-07-24","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"2089","18LIS025","Nitrogen, ammonia (As N)","2018-07-24","7664-41-7","T",0.0102,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2090","18LIS025","NITROGEN, KJELDAHL, TOTAL","2018-07-24","KN","T",2.28,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2091","18LIS025","pH of Color Analysis","2018-07-24","PHCOLOR","T",9.17,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2092","18LIS025","PHOSPHORUS, DISSOLVED (AS P)","2018-07-24","7723-14-0","D",0.0161,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2093","18LIS025","PHOSPHORUS, TOTAL (AS P)","2018-07-24","7723-14-0","T",0.106,"mg/l",0.004,"mg/l",0.01,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2094","18LIS025","TOTAL ORGANIC CARBON","2018-07-24","TOC","T",11.5,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2095","18LIS027","PHOSPHORUS, DISSOLVED (AS P)","2018-08-08","7723-14-0","D",0.0084,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2096","18LIS033","ALKALINITY, TOTAL (AS CaCO3)","2018-07-26","ALK","T",54,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2097","18LIS033","Chlorophyll A","2018-07-26","479-61-8","T",35.7,"ug/l",NA,"ug/l",1.1,"","A","",NA,NA,NA,NA,"EDT",""
"2098","18LIS033","Color, True","2018-07-26","COLOR","T",190,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"2099","18LIS033","Nitrate+Nitrite as Nitrogen","2018-07-26","NO3NO2N","T",0.0028,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2100","18LIS033","Nitrogen, ammonia (As N)","2018-07-26","7664-41-7","T",0.0131,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2101","18LIS033","NITROGEN, KJELDAHL, TOTAL","2018-07-26","KN","T",5.36,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2102","18LIS033","pH of Color Analysis","2018-07-26","PHCOLOR","T",9.75,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2103","18LIS033","PHOSPHORUS, DISSOLVED (AS P)","2018-07-26","7723-14-0","D",0.0713,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2104","18LIS033","PHOSPHORUS, TOTAL (AS P)","2018-07-26","7723-14-0","T",0.262,"mg/l",0.02,"mg/l",0.05,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2105","18LIS033","TOTAL ORGANIC CARBON","2018-07-26","TOC","T",13.5,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2106","18LIS035","ALKALINITY, TOTAL (AS CaCO3)","2018-07-24","ALK","T",119,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
